HEX,Name,Red,Green,Blue,Family,Link,Source
#f1748d,1030-R20B,241,116,141,,,NCS
#f17aa0,1030-R30B,241,122,160,,,NCS
#f182b9,1030-R40B,241,130,185,,,NCS
#f18dde,1030-R50B,241,141,222,,,NCS
#d088f1,1030-R60B,208,136,241,,,NCS
#ae8af1,1030-R70B,174,138,241,,,NCS
#738bf1,1030-R80B,115,139,241,,,NCS
#7aa1f1,1030-R90B,122,161,241,,,NCS
#f1e28e,1030-Y,241,226,142,,,NCS
#f1d98b,1030-Y10R,241,217,139,,,NCS
#f1d088,1030-Y20R,241,208,136,,,NCS
#f1c585,1030-Y30R,241,197,133,,,NCS
#f1bb82,1030-Y40R,241,187,130,,,NCS
#f1af7f,1030-Y50R,241,175,127,,,NCS
#f1a37b,1030-Y60R,241,163,123,,,NCS
#f19677,1030-Y70R,241,150,119,,,NCS
#f18973,1030-Y80R,241,137,115,,,NCS
#f17b73,1030-Y90R,241,123,115,,,NCS
#6cbff1,1040-B,108,191,241,,,NCS
#70d0f1,1040-B10G,112,208,241,,,NCS
#73dcf1,1040-B20G,115,220,241,,,NCS
#75e5f1,1040-B30G,117,229,241,,,NCS
#77eef1,1040-B40G,119,238,241,,,NCS
#77f1ed,1040-B50G,119,241,237,,,NCS
#75f1e6,1040-B60G,117,241,230,,,NCS
#74f1de,1040-B70G,116,241,222,,,NCS
#71f1d5,1040-B80G,113,241,213,,,NCS
#69f1b4,1040-B90G,105,241,180,,,NCS
#63f19a,1040-G,99,241,154,,,NCS
#86f18b,1040-G10Y,134,241,139,,,NCS
#a0f17f,1040-G20Y,160,241,127,,,NCS
#b5f175,1040-G30Y,181,241,117,,,NCS
#c5f16e,1040-G40Y,197,241,110,,,NCS
#d4f171,1040-G50Y,212,241,113,,,NCS
#dff174,1040-G60Y,223,241,116,,,NCS
#ebf177,1040-G70Y,235,241,119,,,NCS
#f1ed77,1040-G80Y,241,237,119,,,NCS
#f1e575,1040-G90Y,241,229,117,,,NCS
#f1535e,1040-R,241,83,94,,,NCS
#f15669,1040-R10B,241,86,105,,,NCS
#f15a79,1040-R20B,241,90,121,,,NCS
#f1608e,1040-R30B,241,96,142,,,NCS
#f167ac,1040-R40B,241,103,172,,,NCS
#f172d9,1040-R50B,241,114,217,,,NCS
#c76ef1,1040-R60B,199,110,241,,,NCS
#9e72f1,1040-R70B,158,114,241,,,NCS
#5975f1,1040-R80B,89,117,241,,,NCS
#6090f1,1040-R90B,96,144,241,,,NCS
#f1de74,1040-Y,241,222,116,,,NCS
#f1d371,1040-Y10R,241,211,113,,,NCS
#f1c76e,1040-Y20R,241,199,110,,,NCS
#f1bb6b,1040-Y30R,241,187,107,,,NCS
#f1ae67,1040-Y40R,241,174,103,,,NCS
#f1a064,1040-Y50R,241,160,100,,,NCS
#f19260,1040-Y60R,241,146,96,,,NCS
#f1835d,1040-Y70R,241,131,93,,,NCS
#f17359,1040-Y80R,241,115,89,,,NCS
#f1645a,1040-Y90R,241,100,90,,,NCS
#54b6f1,1050-B,84,182,241,,,NCS
#58caf1,1050-B10G,88,202,241,,,NCS
#5bd8f1,1050-B20G,91,216,241,,,NCS
#5de3f1,1050-B30G,93,227,241,,,NCS
#5fedf1,1050-B40G,95,237,241,,,NCS
#5ff1ec,1050-B50G,95,241,236,,,NCS
#5df1e3,1050-B60G,93,241,227,,,NCS
#5cf1db,1050-B70G,92,241,219,,,NCS
#59f1cf,1050-B80G,89,241,207,,,NCS
#52f1aa,1050-B90G,82,241,170,,,NCS
#4cf18c,1050-G,76,241,140,,,NCS
#75f17a,1050-G10Y,117,241,122,,,NCS
#75f17a,1050-G10Y,117,241,122,,,NCS
#92f16b,1050-G20Y,146,241,107,,,NCS
#92f16b,1050-G20Y,146,241,107,,,NCS
#aaf160,1050-G30Y,170,241,96,,,NCS
#bdf156,1050-G40Y,189,241,86,,,NCS
#cef159,1050-G50Y,206,241,89,,,NCS
#dcf15c,1050-G60Y,220,241,92,,,NCS
#eaf15f,1050-G70Y,234,241,95,,,NCS
#f1ed5f,1050-G80Y,241,237,95,,,NCS
#f1e35d,1050-G90Y,241,227,93,,,NCS
#f13f4a,1050-R,241,63,74,,,NCS
#f14157,1050-R10B,241,65,87,,,NCS
#f14567,1050-R20B,241,69,103,,,NCS
#f1497f,1050-R30B,241,73,127,,,NCS
#f150a1,1050-R40B,241,80,161,,,NCS
#4a81f1,1050-R90B,74,129,241,,,NCS
#f1db5c,1050-Y,241,219,92,,,NCS
#f1cd59,1050-Y10R,241,205,89,,,NCS
#f1c056,1050-Y20R,241,192,86,,,NCS
#f1b153,1050-Y30R,241,177,83,,,NCS
#f1a250,1050-Y40R,241,162,80,,,NCS
#f1934d,1050-Y50R,241,147,77,,,NCS
#f1834a,1050-Y60R,241,131,74,,,NCS
#f17247,1050-Y70R,241,114,71,,,NCS
#f16143,1050-Y80R,241,97,67,,,NCS
#f15045,1050-Y90R,241,80,69,,,NCS
#47f1a5,1055-B90G,71,241,165,,,NCS
#40aff1,1060-B,64,175,241,,,NCS
#39f180,1060-G,57,241,128,,,NCS
#65f16b,1060-G10Y,101,241,107,,,NCS
#86f15a,1060-G20Y,134,241,90,,,NCS
#a0f14c,1060-G30Y,160,241,76,,,NCS
#b6f141,1060-G40Y,182,241,65,,,NCS
#c9f144,1060-G50Y,201,241,68,,,NCS
#d9f146,1060-G60Y,217,241,70,,,NCS
#e9f149,1060-G70Y,233,241,73,,,NCS
#f1ec49,1060-G80Y,241,236,73,,,NCS
#f1e147,1060-G90Y,241,225,71,,,NCS
#f12e3a,1060-R,241,46,58,,,NCS
#f13047,1060-R10B,241,48,71,,,NCS
#f13259,1060-R20B,241,50,89,,,NCS
#f13672,1060-R30B,241,54,114,,,NCS
#f1d746,1060-Y,241,215,70,,,NCS
#f1c844,1060-Y10R,241,200,68,,,NCS
#f1b941,1060-Y20R,241,185,65,,,NCS
#f1a93f,1060-Y30R,241,169,63,,,NCS
#f1983c,1060-Y40R,241,152,60,,,NCS
#f1883a,1060-Y50R,241,136,58,,,NCS
#f17637,1060-Y60R,241,118,55,,,NCS
#f16534,1060-Y70R,241,101,52,,,NCS
#f15331,1060-Y80R,241,83,49,,,NCS
#f14134,1060-Y90R,241,65,52,,,NCS
#57f15e,1070-G10Y,87,241,94,,,NCS
#7bf14b,1070-G20Y,123,241,75,,,NCS
#98f13b,1070-G30Y,152,241,59,,,NCS
#b0f12e,1070-G40Y,176,241,46,,,NCS
#c5f130,1070-G50Y,197,241,48,,,NCS
#d6f132,1070-G60Y,214,241,50,,,NCS
#e8f134,1070-G70Y,232,241,52,,,NCS
#f1eb35,1070-G80Y,241,235,53,,,NCS
#f1df33,1070-G90Y,241,223,51,,,NCS
#f11f2d,1070-R,241,31,45,,,NCS
#f1213a,1070-R10B,241,33,58,,,NCS
#f1234c,1070-R20B,241,35,76,,,NCS
#f1d432,1070-Y,241,212,50,,,NCS
#f1c430,1070-Y10R,241,196,48,,,NCS
#f1b32e,1070-Y20R,241,179,46,,,NCS
#f1a12c,1070-Y30R,241,161,44,,,NCS
#f1902a,1070-Y40R,241,144,42,,,NCS
#f17e28,1070-Y50R,241,126,40,,,NCS
#f16b26,1070-Y60R,241,107,38,,,NCS
#f15924,1070-Y70R,241,89,36,,,NCS
#f14622,1070-Y80R,241,70,34,,,NCS
#f13326,1070-Y90R,241,51,38,,,NCS
#76f144,1075-G20Y,118,241,68,,,NCS
#adf126,1075-G40Y,173,241,38,,,NCS
#c3f127,1075-G50Y,195,241,39,,,NCS
#d5f129,1075-G60Y,213,241,41,,,NCS
#e7f12b,1075-G70Y,231,241,43,,,NCS
#f1eb2b,1075-G80Y,241,235,43,,,NCS
#f1de2a,1075-G90Y,241,222,42,,,NCS
#91f12c,1080-G30Y,145,241,44,,,NCS
#f11322,1080-R,241,19,34,,,NCS
#f1d220,1080-Y,241,210,32,,,NCS
#f1c01e,1080-Y10R,241,192,30,,,NCS
#f1ad1d,1080-Y20R,241,173,29,,,NCS
#f19b1c,1080-Y30R,241,155,28,,,NCS
#f1881b,1080-Y40R,241,136,27,,,NCS
#f17519,1080-Y50R,241,117,25,,,NCS
#f16218,1080-Y60R,241,98,24,,,NCS
#f14e16,1080-Y70R,241,78,22,,,NCS
#f13b15,1080-Y80R,241,59,21,,,NCS
#f1281a,1080-Y90R,241,40,26,,,NCS
#f1360f,1085-Y80R,241,54,15,,,NCS
#f12214,1085-Y90R,241,34,20,,,NCS
#d8d8d8,1500-N,216,216,216,,,NCS
#dbe1e4,1502-B,219,225,228,,,NCS
#dde4e3,1502-B50G,221,228,227,,,NCS
#dae4de,1502-G,218,228,222,,,NCS
#e2e4dc,1502-G50Y,226,228,220,,,NCS
#e4d7d8,1502-R,228,215,216,,,NCS
#e4dce2,1502-R50B,228,220,226,,,NCS
#e4e3dc,1502-Y,228,227,220,,,NCS
#e4deda,1502-Y50R,228,222,218,,,NCS
#e4e3d3,1505-G80Y,228,227,211,,,NCS
#e4e2d2,1505-G90Y,228,226,210,,,NCS
#e4e1d2,1505-Y,228,225,210,,,NCS
#e4dfd1,1505-Y10R,228,223,209,,,NCS
#e4ddd0,1505-Y20R,228,221,208,,,NCS
#e4dbcf,1505-Y30R,228,219,207,,,NCS
#e4d9ce,1505-Y40R,228,217,206,,,NCS
#e4d7cd,1505-Y50R,228,215,205,,,NCS
#e4d4cc,1505-Y60R,228,212,204,,,NCS
#e4d1ca,1505-Y70R,228,209,202,,,NCS
#e4cdc9,1505-Y80R,228,205,201,,,NCS
#e4cac8,1505-Y90R,228,202,200,,,NCS
#bdd5e4,1510-B,189,213,228,,,NCS
#c1dee4,1510-B20G,193,222,228,,,NCS
#c3e4e3,1510-B50G,195,228,227,,,NCS
#c0e4dc,1510-B80G,192,228,220,,,NCS
#b8e4c9,1510-G,184,228,201,,,NCS
#cce4c2,1510-G20Y,204,228,194,,,NCS
#d7e4be,1510-G40Y,215,228,190,,,NCS
#dfe4c1,1510-G60Y,223,228,193,,,NCS
#e4e3c3,1510-G80Y,228,227,195,,,NCS
#e4e0c2,1510-G90Y,228,224,194,,,NCS
#e4adb1,1510-R,228,173,177,,,NCS
#e4afb6,1510-R10B,228,175,182,,,NCS
#e4b2bc,1510-R20B,228,178,188,,,NCS
#e4bacf,1510-R40B,228,186,207,,,NCS
#d8bee4,1510-R60B,216,190,228,,,NCS
#b2bbe4,1510-R80B,178,187,228,,,NCS
#b6c5e4,1510-R90B,182,197,228,,,NCS
#e4dec1,1510-Y,228,222,193,,,NCS
#e4dbbf,1510-Y10R,228,219,191,,,NCS
#e4d8be,1510-Y20R,228,216,190,,,NCS
#e4d4bc,1510-Y30R,228,212,188,,,NCS
#e4d0ba,1510-Y40R,228,208,186,,,NCS
#e4cbb8,1510-Y50R,228,203,184,,,NCS
#e4c6b6,1510-Y60R,228,198,182,,,NCS
#e4c0b4,1510-Y70R,228,192,180,,,NCS
#e4bab1,1510-Y80R,228,186,177,,,NCS
#e4b4b1,1510-Y90R,228,180,177,,,NCS
#accfe4,1515-B,172,207,228,,,NCS
#b1dbe4,1515-B20G,177,219,228,,,NCS
#b3e4e2,1515-B50G,179,228,226,,,NCS
#afe4d8,1515-B80G,175,228,216,,,NCS
#a5e4bd,1515-G,165,228,189,,,NCS
#c1e4b3,1515-G20Y,193,228,179,,,NCS
#d1e4ad,1515-G40Y,209,228,173,,,NCS
#dde4b1,1515-G60Y,221,228,177,,,NCS
#e4e2b3,1515-G80Y,228,226,179,,,NCS
#e4dfb2,1515-G90Y,228,223,178,,,NCS
#e4989d,1515-R,228,152,157,,,NCS
#e49ba3,1515-R10B,228,155,163,,,NCS
#e49eac,1515-R20B,228,158,172,,,NCS
#e4a8c6,1515-R40B,228,168,198,,,NCS
#d2ade4,1515-R60B,210,173,228,,,NCS
#9daae4,1515-R80B,157,170,228,,,NCS
#a3b8e4,1515-R90B,163,184,228,,,NCS
#e4dcb1,1515-Y,228,220,177,,,NCS
#e4d7af,1515-Y10R,228,215,175,,,NCS
#e4d2ad,1515-Y20R,228,210,173,,,NCS
#e4cdab,1515-Y30R,228,205,171,,,NCS
#e4c7a8,1515-Y40R,228,199,168,,,NCS
#e4c0a6,1515-Y50R,228,192,166,,,NCS
#e4b9a3,1515-Y60R,228,185,163,,,NCS
#e4b1a0,1515-Y70R,228,177,160,,,NCS
#e4a99d,1515-Y80R,228,169,157,,,NCS
#e4a19c,1515-Y90R,228,161,156,,,NCS
#8857e4,1550-R70B,136,87,228,,,NCS
#405ee4,1550-R80B,64,94,228,,,NCS
#49bce4,1555-B10G,73,188,228,,,NCS
#824ee4,1555-R70B,130,78,228,,,NCS
#3757e4,1555-R80B,55,87,228,,,NCS
#346ee4,1560-R90B,52,110,228,,,NCS
#33a1e4,1565-B,51,161,228,,,NCS
#2de474,1565-G,45,228,116,,,NCS
#e41931,1575-R10B,228,25,49,,,NCS
#e41220,1580-R,228,18,32,,,NCS
#e43814,1580-Y80R,228,56,20,,,NCS
#e42518,1580-Y90R,228,37,24,,,NCS
#cccccc,2000-N,204,204,204,,,NCS
#cfd3d6,2002-B,207,211,214,,,NCS
#d0d6d6,2002-B50G,208,214,214,,,NCS
#cdd6d1,2002-G,205,214,209,,,NCS
#d5d6cf,2002-G50Y,213,214,207,,,NCS
#d6cbcb,2002-R,214,203,203,,,NCS
#d6cfd5,2002-R50B,214,207,213,,,NCS
#d6d5cf,2002-Y,214,213,207,,,NCS
#d6d1cd,2002-Y50R,214,209,205,,,NCS
#c3cfd6,2005-B,195,207,214,,,NCS
#c5d3d6,2005-B20G,197,211,214,,,NCS
#c5d3d6,2005-B20G,197,211,214,,,NCS
#c6d6d6,2005-B50G,198,214,214,,,NCS
#c5d6d2,2005-B80G,197,214,210,,,NCS
#c5d6d2,2005-B80G,197,214,210,,,NCS
#c0d6c9,2005-G,192,214,201,,,NCS
#c6d6c7,2005-G10Y,198,214,199,,,NCS
#cbd6c6,2005-G20Y,203,214,198,,,NCS
#cbd6c6,2005-G20Y,203,214,198,,,NCS
#ced6c5,2005-G30Y,206,214,197,,,NCS
#d0d6c4,2005-G40Y,208,214,196,,,NCS
#d2d6c5,2005-G50Y,210,214,197,,,NCS
#d4d6c6,2005-G60Y,212,214,198,,,NCS
#d6d6c6,2005-G70Y,214,214,198,,,NCS
#d6d6c6,2005-G80Y,214,214,198,,,NCS
#d6d5c6,2005-G90Y,214,213,198,,,NCS
#d6bbbc,2005-R,214,187,188,,,NCS
#d6bcbf,2005-R10B,214,188,191,,,NCS
#d6bdc2,2005-R20B,214,189,194,,,NCS
#d6bdc2,2005-R20B,214,189,194,,,NCS
#d6bfc7,2005-R30B,214,191,199,,,NCS
#d6c2cc,2005-R40B,214,194,204,,,NCS
#d6c5d3,2005-R50B,214,197,211,,,NCS
#d6c5d3,2005-R50B,214,197,211,,,NCS
#d0c4d6,2005-R60B,208,196,214,,,NCS
#cac3d6,2005-R70B,202,195,214,,,NCS
#bdc2d6,2005-R80B,189,194,214,,,NCS
#c0c7d6,2005-R90B,192,199,214,,,NCS
#d6d4c5,2005-Y,214,212,197,,,NCS
#d6d2c5,2005-Y10R,214,210,197,,,NCS
#d6d0c4,2005-Y20R,214,208,196,,,NCS
#d6cfc3,2005-Y30R,214,207,195,,,NCS
#d6ccc2,2005-Y40R,214,204,194,,,NCS
#d6cac1,2005-Y50R,214,202,193,,,NCS
#d6cac1,2005-Y50R,214,202,193,,,NCS
#d6c7c0,2005-Y60R,214,199,192,,,NCS
#d6c4be,2005-Y70R,214,196,190,,,NCS
#d6c1bd,2005-Y80R,214,193,189,,,NCS
#d6bebc,2005-Y90R,214,190,188,,,NCS
#b2c9d6,2010-B,178,201,214,,,NCS
#b4ced6,2010-B10G,180,206,214,,,NCS
#b6d3d6,2010-B30G,182,211,214,,,NCS
#b7d6d5,2010-B50G,183,214,213,,,NCS
#b6d6d1,2010-B70G,182,214,209,,,NCS
#b0d6c5,2010-B90G,176,214,197,,,NCS
#add6bd,2010-G,173,214,189,,,NCS
#b8d6b9,2010-G10Y,184,214,185,,,NCS
#c0d6b7,2010-G20Y,192,214,183,,,NCS
#c6d6b4,2010-G30Y,198,214,180,,,NCS
#cad6b3,2010-G40Y,202,214,179,,,NCS
#ced6b4,2010-G50Y,206,214,180,,,NCS
#d2d6b6,2010-G60Y,210,214,182,,,NCS
#d5d6b7,2010-G70Y,213,214,183,,,NCS
#d6d5b7,2010-G80Y,214,213,183,,,NCS
#d6d3b6,2010-G90Y,214,211,182,,,NCS
#d6a3a6,2010-R,214,163,166,,,NCS
#d6a5ab,2010-R10B,214,165,171,,,NCS
#d6a8b1,2010-R20B,214,168,177,,,NCS
#d6abb9,2010-R30B,214,171,185,,,NCS
#d6afc3,2010-R40B,214,175,195,,,NCS
#d6b5d0,2010-R50B,214,181,208,,,NCS
#cbb3d6,2010-R60B,203,179,214,,,NCS
#bfb2d6,2010-R70B,191,178,214,,,NCS
#a7b0d6,2010-R80B,167,176,214,,,NCS
#abb9d6,2010-R90B,171,185,214,,,NCS
#d6d1b6,2010-Y,214,209,182,,,NCS
#d6ceb4,2010-Y10R,214,206,180,,,NCS
#d6cbb3,2010-Y20R,214,203,179,,,NCS
#d6c7b1,2010-Y30R,214,199,177,,,NCS
#d6c3af,2010-Y40R,214,195,175,,,NCS
#d6bfae,2010-Y50R,214,191,174,,,NCS
#d6baac,2010-Y60R,214,186,172,,,NCS
#d6b5a9,2010-Y70R,214,181,169,,,NCS
#d6afa7,2010-Y80R,214,175,167,,,NCS
#d6a9a6,2010-Y90R,214,169,166,,,NCS
#92bdd6,2020-B,146,189,214,,,NCS
#96c6d6,2020-B10G,150,198,214,,,NCS
#9ad1d6,2020-B30G,154,209,214,,,NCS
#9bd5d6,2020-B40G,155,213,214,,,NCS
#9bd6d4,2020-B50G,155,214,212,,,NCS
#9ad6d1,2020-B60G,154,214,209,,,NCS
#98d6cd,2020-B70G,152,214,205,,,NCS
#90d6b7,2020-B90G,144,214,183,,,NCS
#8bd6a8,2020-G,139,214,168,,,NCS
#9fd6a1,2020-G10Y,159,214,161,,,NCS
#add69c,2020-G20Y,173,214,156,,,NCS
#b7d697,2020-G30Y,183,214,151,,,NCS
#c0d694,2020-G40Y,192,214,148,,,NCS
#c8d696,2020-G50Y,200,214,150,,,NCS
#ced699,2020-G60Y,206,214,153,,,NCS
#d3d69b,2020-G70Y,211,214,155,,,NCS
#d6d49b,2020-G80Y,214,212,155,,,NCS
#d6d09a,2020-G90Y,214,208,154,,,NCS
#d67e83,2020-R,214,126,131,,,NCS
#d6808b,2020-R10B,214,128,139,,,NCS
#d68494,2020-R20B,214,132,148,,,NCS
#d688a1,2020-R30B,214,136,161,,,NCS
#d68fb3,2020-R40B,214,143,179,,,NCS
#d697ca,2020-R50B,214,151,202,,,NCS
#c194d6,2020-R60B,193,148,214,,,NCS
#ab94d6,2020-R70B,171,148,214,,,NCS
#8392d6,2020-R80B,131,146,214,,,NCS
#89a2d6,2020-R90B,137,162,214,,,NCS
#d6cd98,2020-Y,214,205,152,,,NCS
#d6c796,2020-Y10R,214,199,150,,,NCS
#d6c194,2020-Y20R,214,193,148,,,NCS
#d6bb92,2020-Y30R,214,187,146,,,NCS
#d6b38f,2020-Y40R,214,179,143,,,NCS
#d6ac8c,2020-Y50R,214,172,140,,,NCS
#d6a389,2020-Y60R,214,163,137,,,NCS
#d69b86,2020-Y70R,214,155,134,,,NCS
#d69183,2020-Y80R,214,145,131,,,NCS
#d68882,2020-Y90R,214,136,130,,,NCS
#77b3d6,2030-B,119,179,214,,,NCS
#7bbfd6,2030-B10G,123,191,214,,,NCS
#80ced6,2030-B30G,128,206,214,,,NCS
#82d4d6,2030-B40G,130,212,214,,,NCS
#81d6d3,2030-B50G,129,214,211,,,NCS
#80d6ce,2030-B60G,128,214,206,,,NCS
#7ed6c9,2030-B70G,126,214,201,,,NCS
#75d6ab,2030-B90G,117,214,171,,,NCS
#6fd697,2030-G,111,214,151,,,NCS
#8ad68d,2030-G10Y,138,214,141,,,NCS
#9cd685,2030-G20Y,156,214,133,,,NCS
#abd67e,2030-G30Y,171,214,126,,,NCS
#b7d679,2030-G40Y,183,214,121,,,NCS
#c2d67c,2030-G50Y,194,214,124,,,NCS
#cad67f,2030-G60Y,202,214,127,,,NCS
#d2d681,2030-G70Y,210,214,129,,,NCS
#d6d481,2030-G80Y,214,212,129,,,NCS
#d6ce80,2030-G90Y,214,206,128,,,NCS
#d66168,2030-R,214,97,104,,,NCS
#d66471,2030-R10B,214,100,113,,,NCS
#d6677e,2030-R20B,214,103,126,,,NCS
#d66c8e,2030-R30B,214,108,142,,,NCS
#d673a5,2030-R40B,214,115,165,,,NCS
#d67dc5,2030-R50B,214,125,197,,,NCS
#b979d6,2030-R60B,185,121,214,,,NCS
#9b7bd6,2030-R70B,155,123,214,,,NCS
#677bd6,2030-R80B,103,123,214,,,NCS
#6d8fd6,2030-R90B,109,143,214,,,NCS
#d6c97e,2030-Y,214,201,126,,,NCS
#d6c17c,2030-Y10R,214,193,124,,,NCS
#d6b979,2030-Y20R,214,185,121,,,NCS
#d6b076,2030-Y30R,214,176,118,,,NCS
#d6a674,2030-Y40R,214,166,116,,,NCS
#d69c70,2030-Y50R,214,156,112,,,NCS
#d6916d,2030-Y60R,214,145,109,,,NCS
#d6856a,2030-Y70R,214,133,106,,,NCS
#d67966,2030-Y80R,214,121,102,,,NCS
#d66d66,2030-Y90R,214,109,102,,,NCS
#60aad6,2040-B,96,170,214,,,NCS
#64b9d6,2040-B10G,100,185,214,,,NCS
#66c4d6,2040-B20G,102,196,214,,,NCS
#68ccd6,2040-B30G,104,204,214,,,NCS
#6ad3d6,2040-B40G,106,211,214,,,NCS
#6ad6d3,2040-B50G,106,214,211,,,NCS
#68d6cc,2040-B60G,104,214,204,,,NCS
#67d6c6,2040-B70G,103,214,198,,,NCS
#65d6bd,2040-B80G,101,214,189,,,NCS
#5dd6a0,2040-B90G,93,214,160,,,NCS
#58d689,2040-G,88,214,137,,,NCS
#77d67c,2040-G10Y,119,214,124,,,NCS
#8ed671,2040-G20Y,142,214,113,,,NCS
#a0d668,2040-G30Y,160,214,104,,,NCS
#afd661,2040-G40Y,175,214,97,,,NCS
#bcd664,2040-G50Y,188,214,100,,,NCS
#c7d667,2040-G60Y,199,214,103,,,NCS
#d1d66a,2040-G70Y,209,214,106,,,NCS
#d6d36a,2040-G80Y,214,211,106,,,NCS
#d6cc68,2040-G90Y,214,204,104,,,NCS
#d64a53,2040-R,214,74,83,,,NCS
#d64d5d,2040-R10B,214,77,93,,,NCS
#d6506b,2040-R20B,214,80,107,,,NCS
#d6557e,2040-R30B,214,85,126,,,NCS
#d65c99,2040-R40B,214,92,153,,,NCS
#d666c1,2040-R50B,214,102,193,,,NCS
#b162d6,2040-R60B,177,98,214,,,NCS
#8d65d6,2040-R70B,141,101,214,,,NCS
#4f68d6,2040-R80B,79,104,214,,,NCS
#5580d6,2040-R90B,85,128,214,,,NCS
#d6c667,2040-Y,214,198,103,,,NCS
#d6bc64,2040-Y10R,214,188,100,,,NCS
#d6b162,2040-Y20R,214,177,98,,,NCS
#d6a65f,2040-Y30R,214,166,95,,,NCS
#d69a5c,2040-Y40R,214,154,92,,,NCS
#d68e59,2040-Y50R,214,142,89,,,NCS
#d68156,2040-Y60R,214,129,86,,,NCS
#d67452,2040-Y70R,214,116,82,,,NCS
#d6664f,2040-Y80R,214,102,79,,,NCS
#d65950,2040-Y90R,214,89,80,,,NCS
#4ba2d6,2050-B,75,162,214,,,NCS
#4fb4d6,2050-B10G,79,180,214,,,NCS
#51c0d6,2050-B20G,81,192,214,,,NCS
#53cad6,2050-B30G,83,202,214,,,NCS
#55d3d6,2050-B40G,85,211,214,,,NCS
#55d6d2,2050-B50G,85,214,210,,,NCS
#53d6ca,2050-B60G,83,214,202,,,NCS
#51d6c3,2050-B70G,81,214,195,,,NCS
#4fd6b8,2050-B80G,79,214,184,,,NCS
#49d697,2050-B90G,73,214,151,,,NCS
#44d67d,2050-G,68,214,125,,,NCS
#68d66c,2050-G10Y,104,214,108,,,NCS
#82d660,2050-G20Y,130,214,96,,,NCS
#97d655,2050-G30Y,151,214,85,,,NCS
#a8d64d,2050-G40Y,168,214,77,,,NCS
#b7d64f,2050-G50Y,183,214,79,,,NCS
#c4d652,2050-G60Y,196,214,82,,,NCS
#d0d654,2050-G70Y,208,214,84,,,NCS
#d6d255,2050-G80Y,214,210,85,,,NCS
#d6ca53,2050-G90Y,214,202,83,,,NCS
#d63842,2050-R,214,56,66,,,NCS
#d63a4d,2050-R10B,214,58,77,,,NCS
#d63d5c,2050-R20B,214,61,92,,,NCS
#d64171,2050-R30B,214,65,113,,,NCS
#d6478f,2050-R40B,214,71,143,,,NCS
#d650bd,2050-R50B,214,80,189,,,NCS
#aa4dd6,2050-R60B,170,77,214,,,NCS
#8052d6,2050-R70B,128,82,214,,,NCS
#3c59d6,2050-R80B,60,89,214,,,NCS
#4172d6,2050-R90B,65,114,214,,,NCS
#d6c251,2050-Y,214,194,81,,,NCS
#d6b74f,2050-Y10R,214,183,79,,,NCS
#d6aa4d,2050-Y20R,214,170,77,,,NCS
#d69e4a,2050-Y30R,214,158,74,,,NCS
#d69047,2050-Y40R,214,144,71,,,NCS
#d68345,2050-Y50R,214,131,69,,,NCS
#d67442,2050-Y60R,214,116,66,,,NCS
#d6663f,2050-Y70R,214,102,63,,,NCS
#d6573c,2050-Y80R,214,87,60,,,NCS
#d6483e,2050-Y90R,214,72,62,,,NCS
#45b1d6,2055-B10G,69,177,214,,,NCS
#399bd6,2060-B,57,155,214,,,NCS
#41d6d1,2060-B50G,65,214,209,,,NCS
#3ed6c0,2060-B70G,62,214,192,,,NCS
#37d68f,2060-B90G,55,214,143,,,NCS
#32d672,2060-G,50,214,114,,,NCS
#5ad65f,2060-G10Y,90,214,95,,,NCS
#77d650,2060-G20Y,119,214,80,,,NCS
#8fd644,2060-G30Y,143,214,68,,,NCS
#a2d63a,2060-G40Y,162,214,58,,,NCS
#b3d63c,2060-G50Y,179,214,60,,,NCS
#c1d63e,2060-G60Y,193,214,62,,,NCS
#cfd640,2060-G70Y,207,214,64,,,NCS
#d6d241,2060-G80Y,214,210,65,,,NCS
#d6c83f,2060-G90Y,214,200,63,,,NCS
#d62934,2060-R,214,41,52,,,NCS
#d62a3f,2060-R10B,214,42,63,,,NCS
#d62d4f,2060-R20B,214,45,79,,,NCS
#d63065,2060-R30B,214,48,101,,,NCS
#d63586,2060-R40B,214,53,134,,,NCS
#7642d6,2060-R70B,118,66,214,,,NCS
#2c4cd6,2060-R80B,44,76,214,,,NCS
#3067d6,2060-R90B,48,103,214,,,NCS
#d6c03e,2060-Y,214,192,62,,,NCS
#d6b23c,2060-Y10R,214,178,60,,,NCS
#d6a43a,2060-Y20R,214,164,58,,,NCS
#d69638,2060-Y30R,214,150,56,,,NCS
#d68835,2060-Y40R,214,136,53,,,NCS
#d67933,2060-Y50R,214,121,51,,,NCS
#d66931,2060-Y60R,214,105,49,,,NCS
#d6592e,2060-Y70R,214,89,46,,,NCS
#d6492c,2060-Y80R,214,73,44,,,NCS
#d6392f,2060-Y90R,214,57,47,,,NCS
#3098d6,2065-B,48,152,214,,,NCS
#d62649,2065-R20B,214,38,73,,,NCS
#2962d6,2065-R90B,41,98,214,,,NCS
#4ed654,2070-G10Y,78,214,84,,,NCS
#6ed643,2070-G20Y,110,214,67,,,NCS
#87d635,2070-G30Y,135,214,53,,,NCS
#9dd629,2070-G40Y,157,214,41,,,NCS
#afd62b,2070-G50Y,175,214,43,,,NCS
#bed62d,2070-G60Y,190,214,45,,,NCS
#ced62e,2070-G70Y,206,214,46,,,NCS
#d6d12f,2070-G80Y,214,209,47,,,NCS
