"Index","Color Name","ID","Hex","Red","Green","Blue","Hue","Saturation","Luminance","Cyan","Magenta","Yellow","Key","Source","System"
"12160","Bora Sand","VS-9110","#FEF4EB","254","244","235","28.42","90.48","95.88","0.0","3.94","7.48","0.39","ColorNerd","dutch"
"12161","Light Silver","VS-9112","#FFEEE7","255","238","231","17.5","100.0","95.29","0.0","6.67","9.41","0.0","ColorNerd","dutch"
"12162","Grey Castle","VS-9132","#FCEFE9","252","239","233","18.95","76.0","95.1","0.0","5.16","7.54","1.18","ColorNerd","dutch"
"12163","Angel’s Wing","VS-9118","#F6DFC0","246","223","192","34.44","75.0","85.88","0.0","9.35","21.95","3.53","ColorNerd","dutch"
"12164","Ice","VS-9113","#F6DFAD","246","223","173","41.1","80.22","82.16","0.0","9.35","29.67","3.53","ColorNerd","dutch"
"12165","Apricot White","VS-9114","#F4D6A2","244","214","162","38.05","78.85","79.61","0.0","12.3","33.61","4.31","ColorNerd","dutch"
"12166","Nicole","VS-9115","#EBD9C3","235","217","195","33.0","50.0","84.31","0.0","7.66","17.02","7.84","ColorNerd","dutch"
"12167","Bridal Whites","VS-9120","#F3D3AD","243","211","173","32.57","74.47","81.57","0.0","13.17","28.81","4.71","ColorNerd","dutch"
"12168","Lace","VS-9119","#FDDDAC","253","221","172","36.3","95.29","83.33","0.0","12.65","32.02","0.78","ColorNerd","dutch"
"12169","Toasted Beige","VS-9221","#ECCE98","236","206","152","38.57","68.85","76.08","0.0","12.71","35.59","7.45","ColorNerd","dutch"
"12170","Coast Light","VS-9104","#F0D18E","240","209","142","41.02","76.56","74.9","0.0","12.92","40.83","5.88","ColorNerd","dutch"
"12171","Crisp Ecru","VS-9103","#F1BF8E","241","191","142","29.7","77.95","75.1","0.0","20.75","41.08","5.49","ColorNerd","dutch"
"12172","Vesa Peach","VS-9111","#F3AC76","243","172","118","25.92","83.89","70.78","0.0","29.22","51.44","4.71","ColorNerd","dutch"
"12173","Creamy Surprises","VS-9603","#F7D99B","247","217","155","40.43","85.19","78.82","0.0","12.15","37.25","3.14","ColorNerd","dutch"
"12174","Beige Natural","VS-9209","#F3CD9E","243","205","158","33.18","77.98","78.63","0.0","15.64","34.98","4.71","ColorNerd","dutch"
"12175","Pure Ivory","VS-9213","#F7CA87","247","202","135","35.89","87.5","74.9","0.0","18.22","45.34","3.14","ColorNerd","dutch"
"12176","Bone Ivory","VS-9225","#FFD880","255","216","128","41.57","100.0","75.1","0.0","15.29","49.8","0.0","ColorNerd","dutch"
"12177","Mocha","VS-9802","#F3C683","243","198","131","35.89","82.35","73.33","0.0","18.52","46.09","4.71","ColorNerd","dutch"
"12178","Crisp Biscuit","VS-9220","#E3C28D","227","194","141","36.98","60.56","72.16","0.0","14.54","37.89","10.98","ColorNerd","dutch"
"12179","Ivory White","VS-9116","#EFAE52","239","174","82","35.16","83.07","62.94","0.0","27.2","65.69","6.27","ColorNerd","dutch"
"12180","Pawn Beige","VS-9108","#D88950","216","137","80","25.15","63.55","58.04","0.0","36.57","62.96","15.29","ColorNerd","dutch"
"12181","Bacon Beige","VS-9202","#E5A96B","229","169","107","30.49","70.11","65.88","0.0","26.2","53.28","10.2","ColorNerd","dutch"
"12182","Tinker Belles","VS-9602","#FDED98","253","237","152","50.5","96.19","79.41","0.0","6.32","39.92","0.78","ColorNerd","dutch"
"12183","Happy Day","VS-9601","#FFCA2C","255","202","44","44.93","100.0","58.63","0.0","20.78","82.75","0.0","ColorNerd","dutch"
"12184","Hamburger","VS-9801","#9F5224","159","82","36","22.44","63.08","38.24","0.0","48.43","77.36","37.65","ColorNerd","dutch"
"12185","Caramel","VS-9805","#875228","135","82","40","26.53","54.29","34.31","0.0","39.26","70.37","47.06","ColorNerd","dutch"
"12186","Mud Pie","VS-9501","#5B4631","91","70","49","30.0","30.0","27.45","0.0","23.08","46.15","64.31","ColorNerd","dutch"
"12187","Western Brown","VS-9660","#53372C","83","55","44","16.92","30.71","24.9","0.0","33.73","46.99","67.45","ColorNerd","dutch"
"12188","Cottage Red","VS-9771","#9B3821","155","56","33","11.31","64.89","36.86","0.0","63.87","78.71","39.22","ColorNerd","dutch"
"12189","Terracotta","VS-9228","#B53B26","181","59","38","8.81","65.3","42.94","0.0","67.4","79.01","29.02","ColorNerd","dutch"
"12190","Coral Red","VS-9770","#AA5842","170","88","66","12.69","44.07","46.27","0.0","48.24","61.18","33.33","ColorNerd","dutch"
"12191","Berry Rouge","VS-9701","#E36E5A","227","110","90","8.76","70.98","62.16","0.0","51.54","60.35","10.98","ColorNerd","dutch"
"12192","Clay","VS-9880","#E27A53","226","122","83","16.36","71.14","60.59","0.0","46.02","63.27","11.37","ColorNerd","dutch"
"12193","Tasty Tan","VS-9201","#E4A467","228","164","103","29.28","69.83","64.9","0.0","28.07","54.82","10.59","ColorNerd","dutch"
"12194","Lightning Green","VS-9109","#C7DF89","199","223","137","76.74","57.33","70.59","10.76","0.0","38.57","12.55","ColorNerd","dutch"
"12195","Green Peace","VS-9505","#8AC867","138","200","103","98.35","46.86","59.41","31.0","0.0","48.5","21.57","ColorNerd","dutch"
"12196","Temptations","VS-9503","#A3CD39","163","205","57","77.03","59.68","51.37","20.49","0.0","72.2","19.61","ColorNerd","dutch"
"12197","Green Grass","VS-9552","#53995A","83","153","90","126.0","29.66","46.27","45.75","0.0","41.18","40.0","ColorNerd","dutch"
"12198","Blue Royale","VS-9550","#243F90","36","63","144","225.0","60.0","35.29","75.0","56.25","0.0","43.53","ColorNerd","dutch"
"12199","Blue Sea","VS-9451","#2D61AD","45","97","173","215.62","58.72","42.75","73.99","43.93","0.0","32.16","ColorNerd","dutch"
"12200","Blue Wings","VS-9402","#8AB1C2","138","177","194","198.21","31.46","65.1","28.87","8.76","0.0","23.92","ColorNerd","dutch"
"12201","Tinge Grey","VS-9117","#E2E2E2","226","226","226","0.0","0.0","88.63","0.0","0.0","0.0","11.37","ColorNerd","dutch"
"12202","Smoky Gray","VS-9305","#95958D","149","149","141","60.0","3.64","56.86","0.0","0.0","5.37","41.57","ColorNerd","dutch"
"12203","Natural Gray","VS-9332","#878787","135","135","135","0.0","0.0","52.94","0.0","0.0","0.0","47.06","ColorNerd","dutch"
"12204","Seal of Grey","VS-9301","#575757","87","87","87","0.0","0.0","34.12","0.0","0.0","0.0","65.88","ColorNerd","dutch"
"12205","Ashton Grey","VS-9303","#66665A","102","102","90","60.0","6.25","37.65","0.0","0.0","11.76","60.0","ColorNerd","dutch"
