"Index","Color Name","ID","Hex","Red","Green","Blue","Hue","Saturation","Luminance","Cyan","Magenta","Yellow","Key","Source","System"
"21444","Jonquil","6674","#F7D391","247","211","145","38.82","86.44","76.86","0.0","14.57","41.3","3.14","ColorNerd","sherwin-williams"
"21445","Afternoon","6675","#FBCB78","251","203","120","38.02","94.24","72.75","0.0","19.12","52.19","1.57","ColorNerd","sherwin-williams"
"21446","Butterfield","6676","#F7BE5B","247","190","91","38.08","90.7","66.27","0.0","23.08","63.16","3.14","ColorNerd","sherwin-williams"
"21447","Goldenrod","6677","#F2AF46","242","175","70","36.63","86.87","61.18","0.0","27.69","71.07","5.1","ColorNerd","sherwin-williams"
"21448","Sunflower","6678","#E39A33","227","154","51","35.11","75.86","54.51","0.0","32.16","77.53","10.98","ColorNerd","sherwin-williams"
"21449","Full Moon","6679","#F4E3BC","244","227","188","41.79","71.79","84.71","0.0","6.97","22.95","4.31","ColorNerd","sherwin-williams"
"21450","Friendly Yellow","6680","#F5E0B1","245","224","177","41.47","77.27","82.75","0.0","8.57","27.76","3.92","ColorNerd","sherwin-williams"
"21451","Butter Up","6681","#F6DDA3","246","221","163","41.93","82.18","80.2","0.0","10.16","33.74","3.53","ColorNerd","sherwin-williams"
"21452","June Day","6682","#F6C973","246","201","115","39.39","87.92","70.78","0.0","18.29","53.25","3.53","ColorNerd","sherwin-williams"
"21453","Bee","6683","#F1BA55","241","186","85","38.85","84.78","63.92","0.0","22.82","64.73","5.49","ColorNerd","sherwin-williams"
"21454","Brittlebush","6684","#EAAE47","234","174","71","37.91","79.51","59.8","0.0","25.64","69.66","8.24","ColorNerd","sherwin-williams"
"21455","Trinket","6685","#D69835","214","152","53","36.89","66.26","52.35","0.0","28.97","75.23","16.08","ColorNerd","sherwin-williams"
"21456","Lemon Chiffon","6686","#F5E5BC","245","229","188","43.16","74.03","84.9","0.0","6.53","23.27","3.92","ColorNerd","sherwin-williams"
"21457","Lantern Light","6687","#F4E1AE","244","225","174","43.71","76.09","81.96","0.0","7.79","28.69","4.31","ColorNerd","sherwin-williams"
"21458","Solaria","6688","#F5D68F","245","214","143","41.76","83.61","76.08","0.0","12.65","41.63","3.92","ColorNerd","sherwin-williams"
"21459","Overjoy","6689","#EEC25F","238","194","95","41.54","80.79","65.29","0.0","18.49","60.08","6.67","ColorNerd","sherwin-williams"
"21460","Gambol Gold","6690","#E1B047","225","176","71","40.91","71.96","58.04","0.0","21.78","68.44","11.76","ColorNerd","sherwin-williams"
"21461","Glitzy Gold","6691","#D6A02B","214","160","43","41.05","67.59","50.39","0.0","25.23","79.91","16.08","ColorNerd","sherwin-williams"
"21462","Auric","6692","#C48919","196","137","25","39.3","77.38","43.33","0.0","30.1","87.24","23.14","ColorNerd","sherwin-williams"
"21463","Lily","6693","#F3E8C2","243","232","194","46.53","67.12","85.69","0.0","4.53","20.16","4.71","ColorNerd","sherwin-williams"
"21464","Glad Yellow","6694","#F5E1AC","245","225","172","43.56","78.49","81.76","0.0","8.16","29.8","3.92","ColorNerd","sherwin-williams"
"21465","Midday","6695","#F7D78A","247","215","138","42.39","87.2","75.49","0.0","12.96","44.13","3.14","ColorNerd","sherwin-williams"
"21466","Quilt Gold","6696","#EAC365","234","195","101","42.41","76.0","65.69","0.0","16.67","56.84","8.24","ColorNerd","sherwin-williams"
"21467","Nugget","6697","#DBB04A","219","176","74","42.21","66.82","57.45","0.0","19.63","66.21","14.12","ColorNerd","sherwin-williams"
"21468","Kingdom Gold","6698","#D1A436","209","164","54","42.58","62.75","51.57","0.0","21.53","74.16","18.04","ColorNerd","sherwin-williams"
"21469","Crispy Gold","6699","#C49832","196","152","50","41.92","59.35","48.24","0.0","22.45","74.49","23.14","ColorNerd","sherwin-williams"
"21470","Daybreak","6700","#F3EAC6","243","234","198","48.0","65.22","86.47","0.0","3.7","18.52","4.71","ColorNerd","sherwin-williams"
"21471","Moonraker","6701","#EEE3B2","238","227","178","49.0","63.83","81.57","0.0","4.62","25.21","6.67","ColorNerd","sherwin-williams"
"21472","Lively Yellow","6702","#E6D88E","230","216","142","50.45","63.77","72.94","0.0","6.09","38.26","9.8","ColorNerd","sherwin-williams"
